医師コード,氏名,KOL,論文執筆数,年齢,性別,専門医かどうか,施設タイプ,該当施設におけるA社全製品の売上: 直近1年間,MR訪問回数: 直近3ヶ月,MR電話回数: 直近3ヶ月,MRビデオ会議回数: 直近3ヶ月,webセミナー channelA 参加回数: 直近3ヶ月,webセミナー channelB 参加回数: 直近3ヶ月,webセミナー channelC 参加回数: 直近3ヶ月,製品説明会への参加,eDTL channelA アクセス数: 直近3ヶ月,eDTL channelB アクセス数: 直近3ヶ月,eDTL channelC アクセス数: 直近3ヶ月,eDTL channelC 開封数: 直近3ヶ月,自社医療関係者向けサイト 資料ダウンロード: 直近3ヶ月,自社医療関係者向けサイト メルマガクリック数: 直近3ヶ月,営業エリアでの過去の導入施設数: 直近1ヶ月,処方したかどうか
5883,渡辺 彩,0.0,1.0,56,男,専門医ではない,HP,2000,9.0,28.0,10.0,1.0,1.0,1.0,0.0,0,0,2,4.0,yes,5,1,0
5884,山本 太郎,0.0,0.0,46,男,専門医ではない,HP,1400,23.0,0.0,7.0,0.0,1.0,1.0,0.0,0,4,0,2.0,no,2,3,0
5885,伊藤 彩,1.0,0.0,73,男,専門医ではない,GP,1500,5.0,2.0,8.0,0.0,1.0,0.0,0.0,2,0,1,4.0,yes,1,3,0
5886,鈴木 翔,0.0,1.0,70,男,専門医ではない,HP,1300,0.0,5.0,7.0,1.0,0.0,0.0,0.0,1,8,0,4.0,yes,2,4,0
5887,中村 彩,0.0,0.0,33,女,専門医ではない,GP&HP,1700,15.0,3.0,8.0,1.0,0.0,1.0,0.0,4,0,0,6.0,no,2,5,0
5888,高橋 太郎,0.0,1.0,58,男,専門医ではない,GP,1000,4.0,3.0,16.0,1.0,0.0,0.0,0.0,0,0,0,4.0,no,1,2,0
5889,小林 大輔,0.0,1.0,60,男,専門医ではない,GP,1400,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0,6,0,4.0,no,5,3,1
5890,鈴木 結衣,0.0,1.0,30,男,専門医ではない,GP,1800,9.0,11.0,8.0,0.0,0.0,1.0,0.0,0,1,2,8.0,yes,2,1,0
5891,高橋 美咲,0.0,1.0,35,男,専門医ではない,HP,1300,0.0,5.0,15.0,0.0,1.0,0.0,0.0,1,1,0,2.0,yes,7,2,0
5892,鈴木 太郎,0.0,0.0,60,女,専門医ではない,GP,1700,3.0,1.0,45.0,0.0,0.0,0.0,0.0,1,1,3,0.0,no,1,1,0
5893,伊藤 翔,0.0,1.0,55,男,専門医ではない,GP,2100,0.0,17.0,13.0,0.0,2.0,0.0,0.0,1,0,3,7.0,no,2,6,0
5894,中村 大輔,0.0,0.0,73,男,専門医ではない,HP,2400,6.0,9.0,7.0,0.0,1.0,1.0,0.0,0,0,1,3.0,no,1,4,0
5895,小林 太郎,1.0,1.0,45,男,専門医ではない,GP,1500,2.0,11.0,13.0,0.0,1.0,1.0,0.0,2,1,0,5.0,no,3,3,0
5896,佐藤 太郎,0.0,1.0,44,男,専門医ではない,HP,1600,3.0,15.0,9.0,1.0,0.0,0.0,0.0,0,0,1,2.0,no,4,5,0
5897,田中 健太,0.0,0.0,60,男,専門医ではない,GP&HP,1400,8.0,2.0,9.0,1.0,0.0,0.0,0.0,0,0,0,0.0,no,6,1,0
5898,高橋 翔,0.0,2.0,68,男,専門医ではない,GP&HP,1600,0.0,9.0,16.0,0.0,1.0,1.0,0.0,6,0,1,5.0,no,2,2,0
5899,加藤 大輔,1.0,0.0,52,男,専門医ではない,GP&HP,1300,10.0,1.0,5.0,1.0,0.0,0.0,0.0,0,2,1,6.0,no,3,4,0
5900,鈴木 翔,0.0,0.0,66,男,専門医ではない,HP,1400,0.0,3.0,8.0,1.0,0.0,1.0,0.0,0,0,0,0.0,no,3,0,0
5901,佐藤 花子,0.0,0.0,51,男,専門医ではない,HP,1400,1.0,1.0,13.0,1.0,1.0,1.0,0.0,0,0,1,11.0,no,2,1,0
5902,渡辺 美咲,0.0,1.0,50,女,専門医ではない,GP&HP,1200,4.0,2.0,8.0,0.0,1.0,0.0,0.0,0,0,0,2.0,yes,1,0,0
5903,高橋 健太,0.0,0.0,46,男,専門医ではない,GP,2200,0.0,8.0,9.0,0.0,1.0,0.0,0.0,0,0,0,16.0,no,2,1,0
5904,山本 花子,0.0,1.0,53,男,専門医ではない,GP,1900,3.0,6.0,13.0,4.0,1.0,1.0,0.0,1,0,0,10.0,yes,3,6,1
5905,田中 結衣,0.0,1.0,70,男,専門医ではない,GP,1300,5.0,4.0,11.0,0.0,0.0,1.0,0.0,0,0,0,1.0,no,1,4,0
5906,加藤 翔,0.0,1.0,75,女,専門医ではない,GP,2700,7.0,3.0,20.0,0.0,0.0,0.0,0.0,5,0,0,1.0,no,4,2,0
5907,小林 健太,0.0,1.0,39,男,専門医ではない,GP&HP,1400,0.0,9.0,5.0,0.0,0.0,0.0,0.0,1,2,1,5.0,no,2,2,1
5908,田中 彩,0.0,1.0,39,男,専門医ではない,GP&HP,1800,13.0,0.0,8.0,0.0,0.0,1.0,0.0,0,1,1,2.0,no,1,1,0
5909,加藤 大輔,0.0,0.0,44,男,専門医ではない,HP,1500,1.0,5.0,11.0,0.0,1.0,1.0,0.0,2,1,1,8.0,no,4,7,0
5910,鈴木 大輔,0.0,1.0,72,男,専門医ではない,HP,2200,1.0,4.0,7.0,1.0,1.0,0.0,0.0,1,1,3,4.0,no,2,2,0
5911,山本 翔,1.0,0.0,67,男,専門医,HP,1800,7.0,5.0,19.0,1.0,1.0,1.0,0.0,0,1,1,15.0,yes,4,5,0
5912,佐藤 翔,0.0,0.0,52,女,専門医ではない,GP,1200,1.0,19.0,5.0,0.0,1.0,0.0,0.0,1,1,2,5.0,no,5,8,0
5913,伊藤 花子,,1.0,74,女,専門医ではない,GP,1400,1.0,14.0,11.0,1.0,1.0,1.0,0.0,1,0,0,3.0,no,3,5,0
5914,田中 一郎,1.0,0.0,33,男,専門医,GP,2000,7.0,7.0,8.0,0.0,0.0,0.0,0.0,10,0,1,3.0,no,2,2,0
5915,佐藤 美咲,0.0,1.0,61,男,専門医ではない,GP,1600,12.0,3.0,15.0,0.0,1.0,0.0,1.0,0,1,2,6.0,no,3,1,0
5916,山本 美咲,0.0,1.0,59,男,専門医ではない,HP,1900,6.0,2.0,14.0,0.0,0.0,1.0,0.0,1,0,1,2.0,no,2,0,0
5917,小林 健太,0.0,1.0,62,男,専門医ではない,GP&HP,2400,9.0,7.0,3.0,1.0,1.0,1.0,0.0,2,1,0,5.0,no,7,1,0
5918,中村 花子,0.0,0.0,62,男,専門医ではない,GP&HP,1600,15.0,4.0,3.0,1.0,0.0,1.0,,0,3,1,11.0,no,2,3,0
5919,鈴木 花子,0.0,0.0,75,女,専門医ではない,GP,1600,2.0,14.0,3.0,1.0,1.0,1.0,0.0,0,2,2,3.0,no,2,5,0
5920,佐藤 結衣,0.0,2.0,40,男,専門医,GP,1000,2.0,13.0,7.0,1.0,0.0,2.0,0.0,2,0,0,5.0,no,4,6,0
5921,中村 彩,0.0,0.0,67,女,専門医ではない,HP,1600,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0,1,2,3.0,no,3,2,0
5922,小林 美咲,0.0,0.0,32,女,専門医ではない,GP,1300,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1,0,2,6.0,no,2,1,0
5923,小林 一郎,0.0,1.0,75,女,専門医ではない,HP,1800,2.0,7.0,10.0,1.0,0.0,0.0,0.0,5,0,0,14.0,no,3,2,0
5924,小林 大輔,1.0,1.0,35,女,専門医ではない,GP&HP,1400,10.0,17.0,10.0,0.0,2.0,1.0,1.0,4,0,4,2.0,no,2,2,1
5925,高橋 翔,1.0,2.0,63,男,専門医ではない,HP,1500,11.0,0.0,7.0,1.0,0.0,0.0,0.0,1,0,1,3.0,no,4,3,0
5926,中村 一郎,0.0,0.0,64,男,専門医ではない,HP,1700,12.0,5.0,10.0,0.0,1.0,1.0,0.0,1,0,2,2.0,no,2,3,0
5927,加藤 太郎,0.0,1.0,39,男,専門医ではない,GP&HP,1200,4.0,1.0,10.0,1.0,1.0,1.0,0.0,1,0,0,4.0,no,2,0,0
5928,渡辺 健太,0.0,0.0,68,男,専門医ではない,HP,2200,5.0,7.0,17.0,1.0,1.0,0.0,0.0,1,0,1,8.0,no,1,5,0
5929,伊藤 結衣,0.0,0.0,53,男,専門医ではない,GP,1400,2.0,15.0,6.0,0.0,1.0,0.0,,0,0,0,1.0,no,9,4,0
5930,佐藤 太郎,0.0,1.0,77,女,専門医ではない,GP&HP,1800,3.0,10.0,19.0,0.0,1.0,1.0,0.0,1,0,6,6.0,no,1,4,0
5931,中村 大輔,0.0,0.0,58,男,専門医ではない,HP,1400,0.0,16.0,10.0,0.0,0.0,1.0,1.0,0,3,0,4.0,no,3,0,0
5932,加藤 花子,1.0,0.0,64,男,専門医ではない,HP,2100,4.0,3.0,18.0,0.0,0.0,0.0,1.0,0,1,1,1.0,no,2,1,0
5933,中村 健太,0.0,0.0,59,男,専門医ではない,HP,1800,1.0,1.0,5.0,0.0,2.0,1.0,0.0,1,0,0,3.0,no,3,2,1
5934,中村 翔,0.0,1.0,30,男,専門医,HP,1400,7.0,6.0,25.0,0.0,0.0,1.0,0.0,0,0,2,6.0,yes,4,5,1
5935,伊藤 彩,0.0,0.0,56,男,専門医,GP,1600,3.0,15.0,15.0,0.0,0.0,0.0,,3,2,0,5.0,no,2,7,1
5936,伊藤 健太,0.0,1.0,33,男,専門医,HP,1900,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0,1,0,3.0,no,3,6,0
5937,佐藤 優子,0.0,1.0,52,男,専門医ではない,GP&HP,1600,10.0,11.0,3.0,0.0,1.0,,1.0,1,1,1,3.0,yes,4,4,0
5938,鈴木 優子,0.0,0.0,43,女,専門医,GP,1500,2.0,10.0,13.0,0.0,1.0,1.0,0.0,0,0,0,7.0,yes,1,2,1
5939,山本 一郎,0.0,0.0,50,女,専門医ではない,GP&HP,1500,0.0,4.0,8.0,0.0,0.0,1.0,0.0,2,3,1,3.0,yes,2,2,0
5940,渡辺 大輔,0.0,1.0,57,女,専門医ではない,HP,1700,12.0,3.0,9.0,2.0,0.0,0.0,0.0,0,0,0,5.0,no,5,5,1
5941,加藤 大輔,1.0,0.0,38,男,専門医ではない,GP&HP,1600,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0,0,0,6.0,no,9,3,0
5942,佐藤 一郎,0.0,,42,男,専門医ではない,GP,2000,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,6.0,yes,2,2,0
5943,鈴木 花子,0.0,1.0,69,男,専門医ではない,HP,2100,9.0,5.0,12.0,1.0,0.0,1.0,0.0,2,1,0,4.0,yes,4,2,0
5944,鈴木 健太,1.0,1.0,50,男,専門医ではない,GP,1700,2.0,14.0,19.0,0.0,0.0,0.0,0.0,0,1,1,2.0,no,10,0,1
5945,田中 一郎,0.0,0.0,73,男,専門医ではない,GP,2400,1.0,8.0,7.0,0.0,0.0,1.0,0.0,0,0,16,2.0,no,1,3,0
5946,加藤 健太,1.0,1.0,53,女,専門医ではない,HP,1100,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0,1,2,2.0,no,1,6,0
5947,鈴木 美咲,0.0,1.0,74,男,専門医,GP,1600,4.0,3.0,4.0,1.0,0.0,1.0,0.0,0,1,3,7.0,no,3,2,0
5948,渡辺 彩,0.0,0.0,75,男,専門医,GP,1000,5.0,11.0,18.0,0.0,1.0,1.0,0.0,1,1,0,5.0,no,4,5,0
5949,鈴木 花子,0.0,1.0,67,男,専門医ではない,GP&HP,1300,8.0,5.0,10.0,1.0,1.0,1.0,0.0,0,1,0,1.0,no,2,3,0
5950,鈴木 美咲,0.0,0.0,49,男,専門医,GP&HP,1500,2.0,6.0,15.0,0.0,0.0,1.0,0.0,0,1,0,2.0,no,1,1,0
5951,渡辺 一郎,0.0,,70,男,専門医ではない,GP,1400,1.0,10.0,7.0,1.0,1.0,0.0,0.0,2,1,1,3.0,no,1,1,0
5952,高橋 彩,0.0,1.0,61,女,専門医ではない,HP,2200,3.0,8.0,20.0,,0.0,1.0,0.0,0,0,3,12.0,yes,1,5,1
5953,中村 太郎,0.0,1.0,74,男,専門医,GP&HP,1100,9.0,6.0,23.0,0.0,1.0,1.0,1.0,0,0,1,2.0,no,4,1,0
5954,渡辺 翔,0.0,1.0,71,男,専門医,HP,1600,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0,1,2,4.0,yes,2,2,1
5955,渡辺 彩,0.0,1.0,57,男,専門医ではない,GP,1500,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0,1,0,2.0,no,2,3,0
5956,高橋 美咲,0.0,0.0,55,男,専門医ではない,GP&HP,1600,4.0,7.0,11.0,0.0,1.0,0.0,0.0,1,0,1,5.0,no,2,3,0
5957,渡辺 一郎,0.0,1.0,47,女,専門医,GP&HP,1400,4.0,22.0,18.0,1.0,0.0,0.0,0.0,0,1,0,10.0,no,3,2,0
5958,田中 大輔,0.0,0.0,60,男,専門医ではない,GP&HP,1500,5.0,10.0,5.0,1.0,0.0,1.0,1.0,0,0,0,4.0,no,3,4,0
5959,鈴木 大輔,0.0,1.0,76,男,専門医,HP,2000,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0,1,1,4.0,no,1,0,0
5960,渡辺 結衣,0.0,1.0,56,男,専門医ではない,GP,1900,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0,0,1,4.0,no,2,1,0
5961,中村 大輔,0.0,0.0,73,男,専門医,GP&HP,1400,2.0,4.0,5.0,,1.0,0.0,0.0,4,1,1,3.0,no,2,1,0
5962,佐藤 健太,0.0,1.0,55,男,専門医ではない,HP,2600,22.0,7.0,22.0,0.0,0.0,1.0,0.0,1,0,0,7.0,no,6,1,1
5963,鈴木 大輔,0.0,,30,男,専門医ではない,GP,2700,9.0,23.0,22.0,0.0,0.0,1.0,0.0,1,1,2,4.0,no,2,1,0
5964,田中 優子,0.0,0.0,37,男,専門医ではない,GP&HP,1600,0.0,9.0,21.0,0.0,,2.0,0.0,0,0,1,9.0,no,1,3,0
5965,田中 優子,0.0,0.0,38,女,専門医ではない,HP,1000,13.0,2.0,13.0,0.0,1.0,0.0,0.0,1,3,1,4.0,no,3,3,0
5966,山本 優子,0.0,2.0,36,男,専門医ではない,HP,2300,7.0,11.0,24.0,1.0,0.0,1.0,0.0,2,0,4,6.0,no,2,6,1
5967,中村 太郎,0.0,0.0,43,男,専門医ではない,GP&HP,1500,7.0,10.0,2.0,1.0,0.0,0.0,0.0,0,0,0,6.0,yes,2,2,0
5968,中村 健太,0.0,2.0,31,男,専門医ではない,GP,1300,4.0,3.0,6.0,1.0,0.0,3.0,0.0,0,1,3,6.0,no,2,2,0
5969,田中 健太,0.0,1.0,36,男,専門医ではない,GP&HP,1400,0.0,3.0,13.0,0.0,1.0,0.0,0.0,2,0,3,9.0,no,2,3,0
5970,伊藤 彩,0.0,0.0,52,女,専門医ではない,HP,1500,,2.0,24.0,0.0,1.0,0.0,0.0,3,0,6,4.0,yes,3,2,0
5971,小林 大輔,,0.0,67,男,専門医,HP,1200,3.0,4.0,8.0,0.0,1.0,1.0,1.0,11,0,0,2.0,no,6,4,1
5972,伊藤 大輔,0.0,1.0,33,女,専門医ではない,GP,1600,5.0,11.0,3.0,0.0,1.0,0.0,0.0,0,2,1,3.0,no,5,2,0
5973,高橋 花子,0.0,0.0,73,男,専門医ではない,HP,1400,11.0,2.0,18.0,2.0,0.0,0.0,0.0,1,0,2,2.0,yes,1,3,0
5974,高橋 太郎,1.0,0.0,70,男,専門医ではない,HP,1600,1.0,12.0,6.0,1.0,0.0,0.0,0.0,2,1,2,4.0,no,3,4,1
5975,伊藤 翔,,1.0,74,男,専門医ではない,HP,2500,6.0,3.0,29.0,1.0,1.0,0.0,0.0,0,1,0,3.0,no,6,5,0
5976,田中 優子,1.0,1.0,43,女,専門医ではない,GP&HP,1300,12.0,1.0,16.0,0.0,1.0,0.0,0.0,3,1,0,4.0,no,3,5,1
5977,山本 翔,,0.0,48,男,専門医ではない,GP,2000,4.0,9.0,3.0,1.0,0.0,1.0,0.0,0,1,1,8.0,yes,3,3,0
5978,中村 結衣,0.0,0.0,59,男,専門医ではない,GP&HP,1400,2.0,6.0,13.0,0.0,0.0,1.0,0.0,3,1,0,7.0,no,4,2,0
5979,小林 大輔,0.0,1.0,63,女,専門医ではない,GP,1000,14.0,2.0,9.0,0.0,1.0,1.0,0.0,2,1,0,4.0,no,8,1,0
5980,佐藤 健太,0.0,1.0,37,男,専門医ではない,GP,1600,4.0,5.0,11.0,0.0,0.0,1.0,0.0,0,0,1,9.0,yes,2,1,0
5981,伊藤 大輔,0.0,1.0,37,男,専門医ではない,GP,1800,13.0,16.0,15.0,0.0,0.0,1.0,0.0,2,1,1,8.0,no,2,2,0
5982,山本 結衣,0.0,0.0,34,男,専門医,HP,1500,6.0,1.0,12.0,1.0,0.0,1.0,0.0,3,1,1,13.0,no,4,2,0
5983,中村 彩,0.0,0.0,65,男,専門医,GP,1400,0.0,4.0,19.0,0.0,1.0,1.0,0.0,1,2,1,7.0,no,1,1,0
5984,小林 健太,0.0,0.0,36,男,専門医ではない,GP&HP,2600,5.0,2.0,26.0,0.0,0.0,0.0,0.0,0,2,0,7.0,yes,7,3,0
5985,田中 美咲,0.0,0.0,41,男,専門医,GP&HP,2000,5.0,12.0,11.0,0.0,1.0,1.0,0.0,0,1,1,4.0,no,2,0,0
5986,中村 大輔,1.0,1.0,43,男,専門医ではない,HP,1200,1.0,6.0,13.0,1.0,2.0,1.0,0.0,2,0,1,9.0,no,2,2,1
5987,加藤 一郎,0.0,1.0,45,女,専門医ではない,GP&HP,1200,2.0,17.0,12.0,1.0,2.0,0.0,0.0,0,1,1,5.0,no,2,0,0
5988,高橋 大輔,0.0,1.0,44,男,専門医ではない,GP&HP,1300,6.0,7.0,5.0,,0.0,0.0,0.0,4,0,4,3.0,no,2,2,0
5989,佐藤 一郎,0.0,1.0,28,男,専門医ではない,GP&HP,2300,4.0,10.0,6.0,1.0,3.0,1.0,0.0,3,1,0,6.0,no,2,2,1
5990,中村 太郎,1.0,0.0,43,女,専門医ではない,GP,1400,3.0,9.0,10.0,1.0,1.0,0.0,0.0,1,0,0,2.0,no,3,2,0
5991,佐藤 美咲,0.0,0.0,55,男,専門医ではない,GP,1500,11.0,3.0,10.0,1.0,1.0,1.0,0.0,0,5,0,2.0,no,2,2,0
5992,加藤 結衣,0.0,1.0,59,男,専門医ではない,HP,1300,8.0,3.0,4.0,0.0,0.0,1.0,0.0,0,0,1,5.0,no,3,0,0
5993,小林 美咲,1.0,0.0,74,男,専門医ではない,GP,1900,2.0,8.0,4.0,0.0,0.0,0.0,0.0,1,0,0,3.0,yes,2,4,0
5994,加藤 優子,1.0,1.0,69,男,専門医ではない,GP,1100,3.0,15.0,9.0,0.0,2.0,2.0,0.0,1,0,0,16.0,yes,5,2,0
5995,山本 彩,0.0,0.0,41,男,専門医ではない,HP,2100,2.0,7.0,11.0,1.0,1.0,1.0,0.0,1,0,0,5.0,yes,1,1,0
5996,田中 太郎,0.0,1.0,51,男,専門医ではない,HP,1800,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0,1,0,3.0,no,1,2,0
5997,加藤 花子,0.0,1.0,55,男,専門医ではない,GP&HP,1800,13.0,4.0,5.0,1.0,0.0,1.0,0.0,0,0,1,4.0,no,1,2,0
5998,鈴木 結衣,0.0,0.0,73,男,専門医ではない,HP,1700,0.0,2.0,5.0,,0.0,0.0,0.0,0,1,0,6.0,yes,1,1,0
5999,佐藤 一郎,0.0,1.0,59,男,専門医ではない,HP,1100,9.0,4.0,10.0,0.0,1.0,1.0,0.0,0,0,0,13.0,yes,7,3,1
6000,佐藤 太郎,0.0,0.0,33,男,専門医ではない,HP,1600,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0,1,1,6.0,no,3,3,1
6001,中村 彩,0.0,1.0,41,女,専門医,GP,1900,11.0,2.0,7.0,,1.0,1.0,1.0,1,0,0,6.0,no,1,2,0
6002,鈴木 結衣,0.0,0.0,59,男,専門医,GP&HP,2500,4.0,10.0,21.0,1.0,1.0,0.0,0.0,0,1,2,,no,3,4,0
6003,伊藤 彩,0.0,1.0,65,男,専門医,GP,1900,21.0,9.0,18.0,0.0,2.0,1.0,0.0,1,0,0,5.0,no,2,2,1
6004,山本 健太,0.0,1.0,62,女,専門医ではない,GP,1400,3.0,8.0,10.0,1.0,0.0,1.0,0.0,0,1,0,5.0,no,4,3,0
6005,小林 翔,0.0,1.0,77,男,専門医,HP,1300,4.0,11.0,19.0,0.0,0.0,0.0,0.0,0,0,2,5.0,no,2,1,1
6006,小林 健太,0.0,0.0,44,男,専門医ではない,GP&HP,1500,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0,1,2,0.0,no,1,5,0
6007,中村 太郎,0.0,1.0,31,男,専門医ではない,GP&HP,1100,1.0,13.0,9.0,0.0,2.0,1.0,0.0,0,1,0,4.0,yes,3,3,0
6008,鈴木 花子,1.0,0.0,44,男,専門医,GP&HP,1500,5.0,7.0,7.0,1.0,0.0,0.0,0.0,0,0,0,3.0,no,2,2,0
6009,中村 健太,0.0,1.0,31,男,専門医ではない,HP,3000,12.0,7.0,9.0,1.0,1.0,0.0,1.0,0,0,1,10.0,no,2,3,1
6010,中村 太郎,0.0,2.0,59,男,専門医,GP&HP,1700,0.0,2.0,20.0,1.0,1.0,1.0,0.0,1,2,0,7.0,no,2,2,0
6011,中村 優子,0.0,0.0,50,女,専門医ではない,GP&HP,1600,2.0,1.0,15.0,1.0,1.0,1.0,0.0,0,0,0,7.0,no,3,1,0
6012,伊藤 優子,0.0,0.0,52,女,専門医ではない,GP,1900,10.0,1.0,18.0,0.0,0.0,1.0,0.0,2,1,0,1.0,no,1,6,0
6013,田中 美咲,0.0,0.0,55,男,専門医ではない,GP&HP,2400,8.0,5.0,10.0,0.0,0.0,0.0,0.0,2,6,1,1.0,yes,2,7,1
6014,小林 結衣,0.0,0.0,73,男,専門医ではない,GP,1400,4.0,1.0,16.0,1.0,1.0,1.0,0.0,0,1,0,1.0,no,5,0,0
6015,高橋 美咲,0.0,0.0,60,男,専門医ではない,GP&HP,1400,11.0,6.0,9.0,0.0,1.0,1.0,1.0,1,2,4,2.0,yes,4,3,0
6016,加藤 健太,0.0,1.0,69,男,専門医ではない,HP,1600,0.0,10.0,10.0,1.0,1.0,1.0,0.0,0,1,1,1.0,no,5,1,0
6017,中村 花子,0.0,0.0,40,男,専門医ではない,GP,1400,2.0,12.0,11.0,1.0,1.0,0.0,0.0,0,0,0,6.0,no,1,1,0
6018,田中 翔,1.0,0.0,37,女,専門医ではない,GP,1100,4.0,5.0,18.0,1.0,1.0,1.0,0.0,0,6,0,4.0,no,3,2,0
6019,渡辺 優子,0.0,1.0,42,男,専門医ではない,GP,1500,8.0,11.0,27.0,1.0,1.0,0.0,0.0,0,0,1,7.0,,3,2,1
6020,伊藤 大輔,0.0,1.0,31,男,専門医,GP&HP,1100,6.0,2.0,3.0,1.0,0.0,0.0,0.0,1,2,1,2.0,no,6,7,0
6021,中村 健太,0.0,1.0,72,男,専門医ではない,HP,1300,12.0,7.0,6.0,1.0,1.0,0.0,0.0,0,10,1,1.0,no,4,2,1
6022,中村 優子,0.0,2.0,49,男,専門医ではない,GP&HP,1900,2.0,10.0,11.0,0.0,0.0,1.0,0.0,0,0,0,0.0,no,2,0,0
6023,田中 優子,0.0,,45,女,専門医,GP,1700,3.0,12.0,8.0,0.0,0.0,0.0,0.0,2,1,0,4.0,no,2,1,0
6024,小林 彩,0.0,1.0,47,男,専門医ではない,HP,2000,17.0,7.0,6.0,1.0,3.0,1.0,1.0,0,4,0,4.0,no,1,2,0
6025,加藤 花子,0.0,1.0,47,男,専門医ではない,HP,1900,12.0,10.0,19.0,1.0,1.0,0.0,0.0,1,1,1,6.0,no,1,3,0
6026,中村 一郎,0.0,1.0,58,女,専門医ではない,HP,1300,7.0,6.0,6.0,1.0,1.0,2.0,0.0,2,1,6,2.0,no,4,1,0
6027,山本 翔,0.0,1.0,71,男,専門医ではない,GP,1600,4.0,8.0,12.0,1.0,1.0,1.0,0.0,2,0,0,5.0,no,3,4,0
6028,加藤 大輔,0.0,0.0,40,女,専門医ではない,HP,1600,4.0,5.0,13.0,1.0,0.0,0.0,0.0,0,1,8,5.0,yes,4,3,0
6029,鈴木 結衣,0.0,2.0,36,男,専門医ではない,GP&HP,1800,4.0,3.0,23.0,0.0,1.0,2.0,0.0,1,0,0,5.0,yes,1,3,0
6030,山本 翔,1.0,2.0,52,男,専門医ではない,HP,1600,5.0,22.0,12.0,1.0,1.0,0.0,0.0,1,9,1,13.0,yes,1,3,1
6031,渡辺 優子,0.0,0.0,50,男,専門医ではない,HP,1600,4.0,6.0,16.0,0.0,1.0,0.0,0.0,1,0,1,6.0,yes,4,6,0
6032,高橋 太郎,1.0,,62,男,専門医ではない,HP,3300,17.0,3.0,14.0,0.0,1.0,1.0,0.0,3,1,1,1.0,no,3,4,0
6033,伊藤 翔,0.0,0.0,66,女,専門医ではない,GP&HP,1800,3.0,3.0,16.0,0.0,1.0,1.0,0.0,0,1,0,1.0,no,5,1,0
6034,高橋 一郎,0.0,0.0,67,男,専門医,GP,1300,0.0,4.0,9.0,1.0,0.0,0.0,0.0,1,4,1,5.0,no,5,1,0
6035,山本 大輔,0.0,1.0,75,女,専門医ではない,GP,2100,10.0,4.0,31.0,0.0,1.0,1.0,1.0,4,3,2,7.0,yes,7,8,1
6036,鈴木 彩,0.0,0.0,37,女,専門医ではない,HP,2800,3.0,3.0,15.0,0.0,1.0,0.0,0.0,0,0,0,3.0,no,1,2,0
6037,小林 彩,0.0,0.0,35,男,専門医ではない,GP,1500,1.0,5.0,20.0,0.0,0.0,1.0,0.0,0,0,0,1.0,yes,3,1,1
6038,伊藤 優子,0.0,1.0,51,男,専門医ではない,GP&HP,2000,2.0,10.0,14.0,1.0,0.0,0.0,0.0,0,1,1,1.0,,3,0,0
6039,渡辺 花子,0.0,0.0,59,女,専門医ではない,GP&HP,1500,3.0,1.0,4.0,0.0,2.0,1.0,0.0,0,0,1,9.0,yes,2,3,0
6040,渡辺 翔,0.0,2.0,41,男,専門医,GP&HP,1200,16.0,4.0,9.0,0.0,0.0,0.0,0.0,1,1,4,8.0,no,3,2,1
6041,高橋 大輔,0.0,1.0,42,男,専門医ではない,HP,1600,2.0,8.0,3.0,0.0,0.0,0.0,0.0,2,1,1,6.0,no,3,3,0
6042,鈴木 一郎,0.0,0.0,57,女,専門医ではない,GP,3200,3.0,13.0,16.0,0.0,1.0,0.0,0.0,2,0,3,2.0,no,1,1,0
6043,鈴木 健太,0.0,1.0,61,男,専門医ではない,HP,1200,3.0,2.0,8.0,1.0,0.0,1.0,1.0,0,1,1,4.0,no,6,3,0
6044,伊藤 一郎,0.0,1.0,53,男,専門医ではない,HP,1300,3.0,11.0,16.0,1.0,1.0,1.0,0.0,0,0,0,10.0,no,2,1,0
6045,中村 大輔,1.0,1.0,30,男,専門医ではない,GP&HP,1900,5.0,8.0,11.0,1.0,0.0,0.0,,1,1,0,2.0,yes,1,3,0
6046,加藤 健太,0.0,0.0,69,男,専門医ではない,HP,1800,1.0,17.0,7.0,0.0,0.0,1.0,0.0,1,1,0,3.0,yes,4,1,0
6047,小林 彩,1.0,1.0,55,女,専門医,HP,1800,1.0,4.0,12.0,1.0,1.0,0.0,0.0,0,0,0,8.0,yes,2,0,1
6048,伊藤 大輔,1.0,0.0,45,男,専門医ではない,GP&HP,1100,5.0,0.0,16.0,2.0,1.0,1.0,,0,1,1,4.0,yes,4,2,0
